match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
7948,1,Delhi Daredevils,Mumbai Indians,6,6,SS Iyer,RR Pant,Mustafizur Rahman,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,7,1,RR Pant,SS Iyer,M Markande,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,7,2,SS Iyer,RR Pant,M Markande,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,7,3,RR Pant,SS Iyer,M Markande,0,0,0,0,0,0,4,0,4,,,
7948,1,Delhi Daredevils,Mumbai Indians,7,4,RR Pant,SS Iyer,M Markande,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,7,5,SS Iyer,RR Pant,M Markande,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,7,6,RR Pant,SS Iyer,M Markande,0,0,0,0,0,0,6,0,6,,,
7948,1,Delhi Daredevils,Mumbai Indians,8,1,SS Iyer,RR Pant,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,8,2,RR Pant,SS Iyer,BCJ Cutting,0,0,0,0,0,0,4,0,4,,,
7948,1,Delhi Daredevils,Mumbai Indians,8,3,RR Pant,SS Iyer,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,8,4,SS Iyer,RR Pant,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,8,5,RR Pant,SS Iyer,BCJ Cutting,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,8,6,RR Pant,SS Iyer,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,9,1,RR Pant,SS Iyer,M Markande,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,9,2,RR Pant,SS Iyer,M Markande,0,0,0,0,0,0,4,0,4,,,
7948,1,Delhi Daredevils,Mumbai Indians,9,3,RR Pant,SS Iyer,M Markande,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,9,4,SS Iyer,RR Pant,M Markande,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,9,5,RR Pant,SS Iyer,M Markande,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,9,6,SS Iyer,RR Pant,M Markande,0,0,0,0,0,0,0,0,0,SS Iyer,caught,KH Pandya
7948,1,Delhi Daredevils,Mumbai Indians,10,1,RR Pant,V Shankar,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,10,2,V Shankar,RR Pant,HH Pandya,0,0,0,0,0,0,4,0,4,,,
7948,1,Delhi Daredevils,Mumbai Indians,10,3,V Shankar,RR Pant,HH Pandya,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,10,4,V Shankar,RR Pant,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,10,5,RR Pant,V Shankar,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,10,6,V Shankar,RR Pant,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,11,1,V Shankar,RR Pant,BCJ Cutting,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,11,2,V Shankar,RR Pant,BCJ Cutting,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,11,3,V Shankar,RR Pant,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,11,4,RR Pant,V Shankar,BCJ Cutting,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,11,5,RR Pant,V Shankar,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,11,6,V Shankar,RR Pant,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,12,1,V Shankar,RR Pant,HH Pandya,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,12,2,V Shankar,RR Pant,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,12,3,RR Pant,V Shankar,HH Pandya,0,1,0,0,0,0,1,1,2,,,
7948,1,Delhi Daredevils,Mumbai Indians,12,4,RR Pant,V Shankar,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,12,5,V Shankar,RR Pant,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,12,6,RR Pant,V Shankar,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,12,7,V Shankar,RR Pant,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,13,1,V Shankar,RR Pant,BCJ Cutting,0,0,0,0,0,0,6,0,6,,,
